Table S3. Mouse protein-protein interactions. From columns M to Q are reported the results of the M2H screen,,,,,,,,,,,,,,,,,
EdgeID,geneid1,geneid1symbol,geneid2,geneid2symbol,PubMed IDs,Number of PubMed hits,Methods,Databases,GOSemSim BP,Common Pathways,Gold Standard,Mouse 2x2,,,,,
MM021885:MM021885,21885,Tle1,21885,Tle1,,0,,,1,,,,,,,,
MM021885:MM055927,21885,Tle1,55927,Hes6,,0,,,0.744,,,M222023D07:M222018D04;,M222018C04:M222023D07;M222028C02:M222023D07;M222018D04:M222023D07;,8.972239,5.133937;,5.349704;6.178643;8.972239;,
MM021929:MM066970,21929,Tnfaip3,66970,Ssbp2,,0,,,0.103,,,,M222015F09:M222017E09;,6.779272,,6.779272;,
MM021929:MM072475,21929,Tnfaip3,72475,Ssbp3,,0,,,0.209,,,,M222015H08:M222017E09;,12.33957,,12.33957;,
MM021929:MM216154,21929,Tnfaip3,216154,Thrap5,,0,,,0.11,,,M222017E09:M222023G08;,,7.589744,7.589744;,,
MM022059:MM022059,22059,Trp53,22059,Trp53,,0,,,1,,,,,,,,
MM022059:MM022061,22059,Trp53,22061,Trp63,,0,,,0.676,,,,,,,,
MM022059:MM022062,22059,Trp53,22062,Trp73,,0,,,0.644,KEGG/p53 signaling pathway - Mus musculus (mouse),,,,,,,
MM022059:MM030046,22059,Trp53,30046,Zfp292,,0,,,0.621,,,M222024H11:M222025G08;M222026H09:M222025G08;,,6.090605,4.469319;6.090605;,,
MM022059:MM216154,22059,Trp53,216154,Thrap5,,0,,,0.313,,,M222026H09:M222023G08;M222024H11:M222023G08;,,14.06009,10.31249;14.06009;,,
MM022061:MM022062,22061,Trp63,22062,Trp73,,0,,,0.622,,,M222014E06:M222019A12;M222014E06:M222025C06;M222014E06:M222023G12;,M222023G12:M222014E06;M222025C06:M222014E06;,25.82664,10.02301;18.81831;25.82664;,6.831391;8.164822;,
MM022062:MM022062,22062,Trp73,22062,Trp73,,0,,,1,,,M222019A12:M222025C06;M222023G12:M222023G12;M222025C06:M222023G12;M222023G12:M222019A12;M222023G12:M222025C06;M222025C06:M222025C06;M222025C06:M222019A12;M222019A12:M222019A12;M222019A12:M222023G12;,M222019A12:M222025C06;M222023G12:M222023G12;M222025C06:M222023G12;M222023G12:M222019A12;M222023G12:M222025C06;M222025C06:M222025C06;M222025C06:M222019A12;M222019A12:M222019A12;M222019A12:M222023G12;,14.98421,10.36109;10.4844;10.76093;11.64368;11.78537;14.69162;14.81154;14.98421;8.767838;,10.36109;10.4844;10.76093;11.64368;11.78537;14.69162;14.81154;14.98421;8.767838;,
MM022062:MM216154,22062,Trp73,216154,Thrap5,,0,,,0.229,,,M222023G12:M222023G08;M222019A12:M222023G08;M222025C06:M222023G08;,,9.781198,6.882146;8.538633;9.781198;,,
MM022088:MM022088,22088,Tsg101,22088,Tsg101,,0,,,1,,,M222021B05:M222021B05;,M222021B05:M222021B05;,6.647603,6.647603;,6.647603;,
MM022221:MM056809,22221,Ubp1,56809,Gmeb1,,0,,,0.819,,,,M222015G05:M222026B12;,8.354699,,8.354699;,
MM022221:MM075291,22221,Ubp1,75291,Zbtb3,,0,,,0.819,,,,M222022H01:M222026B12;M222022H01:M222022B01;,3.894406,,3.451698;3.894406;,
MM022221:MM229004,22221,Ubp1,229004,Gmeb2,,0,,,0.819,,,,M222025E03:M222022B01;M222025E03:M222025A03;,3.923756,,3.277778;3.923756;,
MM022259:MM056707,22259,Nr1h3,56707,Zfp111,,0,,,1,,,M222014F11:M222031B05;,,7.042143,7.042143;,,
MM022259:MM170826,22259,Nr1h3,170826,Ppargc1b,,0,,,0.852,,,,,,,,
MM022286:MM022286,22286,Utf1,22286,Utf1,,0,,,1,,,M222018G10:M222018G10;,M222018G10:M222018G10;,8.069671,8.069671;,8.069671;,
MM022433:MM229004,22433,Xbp1,229004,Gmeb2,,0,,,1,,,,M222025F03:M222028F02;M222019C08:M222028F02;,4.234423,,4.153271;4.234423;,
MM022648:MM243963,22648,Zfp11,243963,Zfp473,,0,,,,,,,M222023H09:M222030G08;,11.864,,11.864;,
MM022691:MM072293,22691,Zscan2,72293,Nkd2,,0,,,0.484,,,,M222025A02:M222023D12;M222025B02:M222025H05;M222025A02:M222025H05;,6.481658,,5.377932;6.147709;6.481658;,
MM022691:MM101023,22691,Zscan2,101023,Zfp513,,0,,,,,,,M222029G11:M222023D12;M222029G11:M222025H05;M222029G11:M222019G10;,15.26002,,10.32463;15.26002;8.396999;,
MM022691:MM109889,22691,Zscan2,109889,Zfp98,,0,,,0.63,,,,M222025E08:M222019G10;M222017H08:M222025H05;M222017H08:M222019G10;,6.877083,,4.373846;4.991074;6.877083;,
MM022722:MM022722,22722,Zfp64,22722,Zfp64,,0,,,1,,,M222012A11:M222012A11;,M222012A11:M222012A11;,6.205677,6.205677;,6.205677;,
MM022722:MM083602,22722,Zfp64,83602,Gtf2a1,,0,,,0.806,,,M222012A11:M222021A01;,,6.858395,6.858395;,,
MM022722:MM216154,22722,Zfp64,216154,Thrap5,,0,,,0.832,,,M222012A11:M222023G08;,,7.552384,7.552384;,,
MM022771:MM022772,22771,Zic1,22772,Zic2,,0,,,0.8,,,,,,,,
MM023871:MM023871,23871,Ets1,23871,Ets1,,0,,,1,,,,,,,,
MM023872:MM076893,23872,Ets2,76893,Lass2,,0,,,0.5,,,M222014B08:M222019H01;,,9.90557,9.90557;,,
MM023894:MM209357,23894,Gtf2h2,209357,Gtf2h3,,0,,,0.984,Reactome/DNA Repair; Reactome/RNA Polymerase II Transcription Pre-Initiation; Reactome/Transcription; Reactome/RNA Polymerase I Promoter Escape; Reactome/RNA Pol II CTD phosphorylation and interaction with CE; Reactome/RNA Polymerase II Transcription Elon,,M222026B10:M222018C09;,,10.61318,10.61318;,,
MM023957:MM026424,23957,Nr0b2,26424,Nr5a2,,0,,,0.742,Reactome/NR transcription pathway; Reactome/Gene Expression,,,,,,,
MM023957:MM030942,23957,Nr0b2,30942,Hnf4g,,0,,,0.973,,,,M222014C12:M222014D08;,6.279406,,6.279406;,
MM023994:MM068153,23994,Dazap2,68153,Gtf2e2,,0,,,,,,M222020D04:M222018B08;,,6.175542,6.175542;,,
MM024113:MM083602,24113,Vax2,83602,Gtf2a1,,0,,,0.532,,,M222018C08:M222021A01;,,7.641238,7.641238;,,
MM024113:MM229004,24113,Vax2,229004,Gmeb2,,0,,,0.517,,,,M222019C08:M222026A06;M222025E03:M222018C08;,4.535548,,4.516194;4.535548;,
MM026356:MM083602,26356,Ing1,83602,Gtf2a1,,0,,,0.464,,,M222018B07:M222021A01;,,9.16139,9.16139;,,
MM026381:MM217082,26381,Esrrg,217082,Hlf,,0,,,0.804,,,,M222017C01:M222025H01;M222017C01:M222019C05;,4.220005,,3.318953;4.220005;,
MM026423:MM083993,26423,Nr5a1,83993,Tbx19,,0,,,0.773,,,,,,,,
MM026939:MM075291,26939,Polr3e,75291,Zbtb3,,0,,,0.708,,,,M222022H01:M222023B05;M222022H01:M222023C05;M222022H01:M222028F11;,4.954641,,3.243475;4.20085;4.954641;,
MM026939:MM320080,26939,Polr3e,320080,Zbtb39,,0,,,,,,,M222030B11:M222023B05;M222030B11:M222023C05;,5.124099,,5.003885;5.124099;,
MM027056:MM233893,27056,Irf5,233893,8030466O12Rik,,0,,,,,,M222014B09:M222029B10;,,6.589754,6.589754;,,
MM027081:MM030046,27081,Zfp275,30046,Zfp292,,0,,,0.125,,,M222031C01:M222025C09;M222031C01:M222025A09;,,3.636331,3.328993;3.636331;,,
MM027081:MM056771,27081,Zfp275,56771,Trfp,,0,,,1,,,M222031C01:M222020F06;,,6.9443,6.9443;,,
MM027081:MM071722,27081,Zfp275,71722,Cic,,0,,,1,,,M222031C01:M222016H01;M222031C01:M222016G01;,,5.242209,3.415114;5.242209;,,
MM027081:MM076893,27081,Zfp275,76893,Lass2,,0,,,1,,,M222031C01:M222019H01;,,8.431867,8.431867;,,
MM027081:MM078910,27081,Zfp275,78910,Asb15,,0,,,0.216,,,M222031C01:M222016F06;,,6.577549,6.577549;,,
MM027081:MM114606,27081,Zfp275,114606,Tle6,,0,,,1,,,M222031C01:M222022F05;,,7.405991,7.405991;,,
MM027081:MM117198,27081,Zfp275,117198,Ivns1abp,,0,,,,,,M222031C01:M222022E12;,,8.055435,8.055435;,,
MM027081:MM170787,27081,Zfp275,170787,Hdac10,,0,,,1,,,M222031C01:M222023A02;,,6.952106,6.952106;,,
MM027081:MM211586,27081,Zfp275,211586,Tfdp2,,0,,,1,,,M222031C01:M222011F01;,,8.9498,8.9498;,,
MM027081:MM231329,27081,Zfp275,231329,Polr2b,,0,,,0.635,,,M222031C01:M222022F11;,,6.083982,6.083982;,,
MM027140:MM030942,27140,Tlx3,30942,Hnf4g,,0,,,0.412,,,M222018A08:M222014C12;,,7.199569,7.199569;,,
MM027140:MM057376,27140,Tlx3,57376,Smarce1,,0,,,0.4,,,M222018A08:M222015D06;,,6.86391,6.86391;,,
MM027140:MM057765,27140,Tlx3,57765,Tbx21,,0,,,0.388,,,M222018A08:M222015C04;,,7.383856,7.383856;,,
MM027140:MM064383,27140,Tlx3,64383,Sirt2,,0,,,0.493,,,M222018A08:M222015D07;M222018A08:M222019E02;,,4.856106,4.502078;4.856106;,,
MM027140:MM067279,27140,Tlx3,67279,Med31,,0,,,0.448,,,M222018A08:M222020H02;,,7.862016,7.862016;,,
MM027140:MM068153,27140,Tlx3,68153,Gtf2e2,,0,,,0.4,,,M222018A08:M222018B08;,,7.836241,7.836241;,,
MM027140:MM068196,27140,Tlx3,68196,Hsbp1,,0,,,0.759,,,M222018A08:M222020B01;,,6.744347,6.744347;,,
MM027140:MM069125,27140,Tlx3,69125,Cnot8,,0,,,0.392,,,M222018A08:M222020C10;,,6.765511,6.765511;,,
MM027140:MM076365,27140,Tlx3,76365,Tbx18,,0,,,0.555,,,M222018A08:M222015B09;,,6.432741,6.432741;,,
MM027140:MM078829,27140,Tlx3,78829,Tsc22d4,,0,,,0.419,,,M222018A08:M222019D02;,,25.82664,25.82664;,,
MM027140:MM080283,27140,Tlx3,80283,Abtb1,,0,,,0.404,,,M222018A08:M222016C04;,,6.456991,6.456991;,,
MM027140:MM083925,27140,Tlx3,83925,Trps1,,0,,,0.425,,,M222018A08:M222016A05;M222018A08:M222016B05;,,5.213154,4.121655;5.213154;,,
MM027140:MM110052,27140,Tlx3,110052,Dek,,0,,,,,,M222018A08:M222015E11;,,7.372291,7.372291;,,
MM027140:MM114606,27140,Tlx3,114606,Tle6,,0,,,0.426,,,M222018A08:M222022F05;,,6.343104,6.343104;,,
MM027140:MM140577,27140,Tlx3,140577,Ankrd6,,0,,,1,,,M222018A08:M222016D06;,,6.114141,6.114141;,,
MM027140:MM211586,27140,Tlx3,211586,Tfdp2,,0,,,0.521,,,M222018A08:M222011F01;,,6.142558,6.142558;,,
MM027140:MM237911,27140,Tlx3,237911,Brip1,,0,,,0.419,,,M222018A08:M222030B08;,,10.29336,10.29336;,,
MM027217:MM074197,27217,Mixl1,74197,Gtf2e1,,0,,,0.463,,,M222026F03:M222019H04;,,6.538393,6.538393;,,
MM027217:MM114606,27217,Mixl1,114606,Tle6,,0,,,0.46,,,M222026F03:M222022F05;,,6.906492,6.906492;,,
MM027217:MM216154,27217,Mixl1,216154,Thrap5,,0,,,0.474,,,M222024B04:M222023G08;M222018F04:M222023G08;M222026F03:M222023G08;,,22.22774,13.22737;14.97529;22.22774;,,
MM027224:MM064290,27224,Tceb3,64290,Foxb1,,0,,,0.979,,,,M222029G05:M222023F07;,6.597743,,6.597743;,
MM028019:MM218772,28019,Ing4,218772,Rarb,,0,,,0.231,,,,M222017G06:M222016F08;,6.155829,,6.155829;,
MM030046:MM050914,30046,Zfp292,50914,Olig1,,0,,,0.532,,,,M222015H02:M222025D09;M222015H02:M222025G08;M222015H02:M222025E09;,4.476156,,3.173349;3.596035;4.476156;,
MM030794:MM072475,30794,Pdlim4,72475,Ssbp3,,0,,,0.36,,,,M222015H08:M222026C07;,10.91026,,10.91026;,
MM030794:MM474156,30794,Pdlim4,474156,Zbtb9,,0,,,0.216,,,,M222029B11:M222026C07;,19.56779,,19.56779;,
MM030923:MM099377,30923,Foxe3,99377,Sall4,,0,,,0.688,,,,M222023A12:M222026G05;,6.296669,,6.296669;,
MM050907:MM069716,50907,Preb,69716,Trip13,,0,,,,,,M222028H04:M222021B08;,,6.126969,6.126969;,,
MM050907:MM076900,50907,Preb,76900,Ssbp4,,0,,,,,,,M222018C12:M222015E01;,9.079222,,9.079222;,
MM050914:MM067260,50914,Olig1,67260,Lass4,,0,,,0.551,,,M222015H02:M222019H02;,,7.997039,7.997039;,,
MM050914:MM074197,50914,Olig1,74197,Gtf2e1,,0,,,0.736,,,M222015H02:M222019H04;,,8.397442,8.397442;,,
MM050914:MM083602,50914,Olig1,83602,Gtf2a1,,0,,,0.736,,,M222015H02:M222021A01;,,17.04621,17.04621;,,
MM052024:MM056222,52024,Ankrd22,56222,Cited4,,0,,,1,,,,M222020D05:M222015G09;,9.219313,,9.219313;,
MM054422:MM067279,54422,Barhl1,67279,Med31,,0,,,0.644,,,M222015A04:M222020H02;,,9.68357,9.68357;,,
MM054422:MM083602,54422,Barhl1,83602,Gtf2a1,,0,,,0.603,,,M222015A04:M222021A01;,,7.736305,7.736305;,,
MM054711:MM071241,54711,Plagl2,71241,Dmrtc2,,0,,,0.378,,,,M222021F03:M222021E12;,37.41082,,37.41082;,
MM055927:MM072475,55927,Hes6,72475,Ssbp3,,0,,,0.778,,,,M222015H08:M222018C04;,16.9709,,16.9709;,
MM055942:MM064383,55942,Sertad1,64383,Sirt2,,0,,,0.536,,,M222020A08:M222015D07;,,12.02567,12.02567;,,
MM055942:MM065020,55942,Sertad1,65020,Zfp110,,0,,,0.812,,,M222020A08:M222017E10;,,7.818242,7.818242;,,
MM055942:MM071949,55942,Sertad1,71949,Lass5,,0,,,0.566,,,M222020A08:M222021A07;,,8.549175,8.549175;,,
MM055942:MM072323,55942,Sertad1,72323,Asb6,,0,,,0.195,,,M222020A08:M222016D07;,,6.809812,6.809812;,,
MM055942:MM076893,55942,Sertad1,76893,Lass2,,0,,,0.566,,,M222020A08:M222019H01;,,45.81098,45.81098;,,
MM055942:MM170791,55942,Sertad1,170791,Rnpc2,,0,,,0.76,,,M222020A08:M222022B03;,,11.74646,11.74646;,,
MM056222:MM066980,56222,Cited4,66980,Zdhhc6,,0,,,,,,M222020D05:M222021H06;,,16.24789,16.24789;,,
MM056222:MM070408,56222,Cited4,70408,Polr3f,,0,,,1,,,M222020D05:M222028G01;,,6.562282,6.562282;,,
MM056222:MM075646,56222,Cited4,75646,Rai14,,0,,,1,,,M222020D05:M222017B12;,,6.120854,6.120854;,,
MM056222:MM076893,56222,Cited4,76893,Lass2,,0,,,0.657,,,M222020D05:M222019H01;,,7.659458,7.659458;,,
MM056222:MM093759,56222,Cited4,93759,Sirt1,,0,,,0.542,,,M222020D05:M222015A05;,,10.41913,10.41913;,,
MM056222:MM114606,56222,Cited4,114606,Tle6,,0,,,0.83,,,M222020D05:M222022F05;,,23.50848,23.50848;,,
MM056222:MM117198,56222,Cited4,117198,Ivns1abp,,0,,,,,,M222020D05:M222028D10;,,14.3056,14.3056;,,
MM056222:MM170791,56222,Cited4,170791,Rnpc2,,0,,,0.852,,,M222020D05:M222022B03;,,6.895166,6.895166;,,
MM056707:MM056809,56707,Zfp111,56809,Gmeb1,,0,,,1,,,,M222015G05:M222031B05;,6.275301,,6.275301;,
MM056736:MM329002,56736,Rnf14,329002,Zfp236,,0,,,,,,,M222027C01:M222028A07;,8.36548,,8.36548;,
MM056805:MM056805,56805,Zbtb33,56805,Zbtb33,,0,,,1,,,,,,,,
MM056809:MM066980,56809,Gmeb1,66980,Zdhhc6,,0,,,,,,M222015G05:M222021H06;,,7.926156,7.926156;,,
MM058172:MM076893,58172,Sertad2,76893,Lass2,,0,,,0.591,,,M222020H10:M222019H01;,,10.17333,10.17333;,,
MM059057:MM269870,59057,Zfp191,269870,Zfp446,,0,,,1,,,M222018E12:M222019H07;,M222019H07:M222028G03;M222019H07:M222018E12;,13.66471,12.94073;,13.17379;13.66471;,
MM060611:MM076893,60611,Foxj2,76893,Lass2,,0,,,0.609,,,M222031F02:M222019H01;,,9.688917,9.688917;,,
MM064383:MM072475,64383,Sirt2,72475,Ssbp3,,0,,,0.662,,,,M222015H08:M222015D07;,6.166378,,6.166378;,
MM064383:MM075291,64383,Sirt2,75291,Zbtb3,,0,,,0.553,,,,M222022H01:M222015D07;M222022H01:M222024G11;,3.079113,,3.005503;3.079113;,
MM065257:MM072475,65257,Asb3,72475,Ssbp3,,0,,,0.218,,,,M222015H08:M222015D09;,8.930305,,8.930305;,
MM066056:MM239652,66056,Zfp524,239652,Zfp641,,0,,,1,,,M222020D11:M222021F07;,,8.288561,8.288561;,,
MM066970:MM066970,66970,Ssbp2,66970,Ssbp2,,0,,,1,,,M222015F09:M222024B01;,M222015F09:M222024B01;,15.57505,15.57505;,15.57505;,
MM066970:MM072135,66970,Ssbp2,72135,Pygo1,,0,,,0.147,,,,M222014A07:M222024B01;,7.489277,,7.489277;,
MM066970:MM072475,66970,Ssbp2,72475,Ssbp3,,0,,,0.839,,,,M222015H08:M222024B01;,13.60817,,13.60817;,
MM066970:MM076893,66970,Ssbp2,76893,Lass2,,0,,,0.609,,,M222015F09:M222019H01;,,35.4245,35.4245;,,
MM066970:MM104360,66970,Ssbp2,104360,Isl2,,0,,,0.744,,,M222024G08:M222016E01;M222024B01:M222016E01;M222015F09:M222016E01;,M222016E01:M222024B01;,13.6036,13.6036;4.417183;7.811253;,4.010819;,
MM066970:MM105377,66970,Ssbp2,105377,Ankrd32,,0,,,1,,,M222015F09:M222024H12;M222024G08:M222024H12;,,11.50633,11.50633;6.454206;,,
MM066970:MM109593,66970,Ssbp2,109593,Lmo3,,0,,,1,,,,M222029G01:M222024B01;,11.28191,,11.28191;,
MM066970:MM109594,66970,Ssbp2,109594,Lmo1,,0,,,0.213,,,,M222018F02:M222024B01;,12.60304,,12.60304;,
MM066970:MM110648,66970,Ssbp2,110648,Lmx1a,,0,,,0.553,,,,M222016E05:M222024B01;,10.41123,,10.41123;,
MM066980:MM072475,66980,Zdhhc6,72475,Ssbp3,,0,,,,,,,M222015H08:M222021H06;,19.76517,,19.76517;,
MM066980:MM076900,66980,Zdhhc6,76900,Ssbp4,,0,,,,,,,M222018C12:M222021H06;,7.646888,,7.646888;,
MM068153:MM074197,68153,Gtf2e2,74197,Gtf2e1,,0,,,1,Reactome/RNA Polymerase II Transcription Initiation And Promoter Clearance; Reactome/RNA Polymerase II Promoter Escape; Reactome/RNA Polymerase II Transcription Pre-Initiation; Reactome/RNA Polymerase II Transcription Initiation; Reactome/RNA Polymerase I,,M222018B08:M222019H04;,M222019H04:M222018B08;,19.11798,9.989552;,19.11798;,
MM068153:MM230908,68153,Gtf2e2,230908,Tardbp,,0,,,0.941,,,,M222016H09:M222018B08;,6.38689,,6.38689;,
MM068910:MM214384,68910,Zfp467,214384,Myocd,,0,,,0.595,,,,M222017G11:M222019H10;,7.397926,,7.397926;,
MM069234:MM109889,69234,Zfp688,109889,Zfp98,,0,,,,,,,M222025E08:M222020F07;M222017H08:M222020F07;,6.415516,,3.115449;6.415516;,
MM069716:MM107932,69716,Trip13,107932,Chd4,,0,,,,,,M222021B08:M222017D12;,,7.55237,7.55237;,,
MM069790:MM229534,69790,Thrap6,229534,Pbxip1,,0,,,,,,M222020A05:M222023C06;,,7.08585,7.08585;,,
MM069920:MM081703,69920,Polr2i,81703,Jundm2,,0,,,0.751,,,,M222026A02:M222024C01;M222026A02:M222026A01;,5.647315,,4.289289;5.647315;,
MM070392:MM214384,70392,Asb12,214384,Myocd,,0,,,0.25,,,,M222017G10:M222016G06;M222017G11:M222016G06;,6.21356,,4.273891;6.21356;,
MM071137:MM072475,71137,Rfx4,72475,Ssbp3,,0,,,0.66,,,,M222015H08:M222019A02;,10.2486,,10.2486;,
MM071241:MM080283,71241,Dmrtc2,80283,Abtb1,,0,,,0.52,,,M222021F03:M222016C04;,,6.124299,6.124299;,,
MM071241:MM117198,71241,Dmrtc2,117198,Ivns1abp,,0,,,,,,M222021F03:M222022E12;,,12.46089,12.46089;,,
MM071241:MM211586,71241,Dmrtc2,211586,Tfdp2,,0,,,0.701,,,M222021F03:M222011F01;,,8.795424,8.795424;,,
MM071828:MM237336,71828,Gtf2a1lf,237336,Tbpl1,,0,,,0.641,KEGG/Basal transcription factors - Mus musculus (mouse),,,M222028A02:M222015F08;,27.63114,,27.63114;,
MM071834:MM074197,71834,Zfp297b,74197,Gtf2e1,,0,,,0.941,,,M222016A02:M222019H04;,,6.762653,6.762653;,,
MM071949:MM097064,71949,Lass5,97064,Wwtr1,,0,,,0.548,,,,M222021E05:M222021A07;,12.78279,,12.78279;,
MM071991:MM072475,71991,Ercc8,72475,Ssbp3,,0,,,0.715,,,,M222015H08:M222021F05;,21.49713,,21.49713;,
MM071991:MM076900,71991,Ercc8,76900,Ssbp4,,0,,,,,,,M222018C12:M222021F05;,6.434768,,6.434768;,
MM071991:MM097064,71991,Ercc8,97064,Wwtr1,,0,,,0.596,,,,M222021E05:M222021F05;,9.80407,,9.80407;,
MM072057:MM110648,72057,Phf10,110648,Lmx1a,,0,,,0.553,,,,M222016E05:M222026F10;,6.285051,,6.285051;,
MM072135:MM076893,72135,Pygo1,76893,Lass2,,0,,,0.184,,,M222014A07:M222019H01;,,6.830101,6.830101;,,
MM072135:MM104360,72135,Pygo1,104360,Isl2,,0,,,0.494,,,M222014A07:M222016E01;,,7.392321,7.392321;,,
MM072293:MM101023,72293,Nkd2,101023,Zfp513,,0,,,,,,M222025B02:M222029G11;M222025A02:M222029G11;,,29.57017,18.15329;29.57017;,,
MM072293:MM216154,72293,Nkd2,216154,Thrap5,,0,,,0.536,,,M222025A02:M222023G08;,,10.91259,10.91259;,,
MM072475:MM075646,72475,Ssbp3,75646,Rai14,,0,,,1,,,M222015H08:M222017B12;,,14.65769,14.65769;,,
MM072475:MM076804,72475,Ssbp3,76804,Jmjd2c,,0,,,0.794,,,M222015H08:M222017F12;,,13.55727,13.55727;,,
MM072475:MM076893,72475,Ssbp3,76893,Lass2,,0,,,0.592,,,M222015H08:M222019H01;,,65.55422,65.55422;,,
MM072475:MM103136,72475,Ssbp3,103136,Pwp1,,0,,,,,,M222015H08:M222021H12;,,26.23787,26.23787;,,
MM072475:MM104360,72475,Ssbp3,104360,Isl2,,0,,,0.777,,,M222015H08:M222016E01;,,10.1909,10.1909;,,
MM072475:MM105377,72475,Ssbp3,105377,Ankrd32,,0,,,1,,,M222015H08:M222024H12;,,12.38026,12.38026;,,
MM072475:MM114606,72475,Ssbp3,114606,Tle6,,0,,,0.78,,,M222015H08:M222022F05;,,19.83003,19.83003;,,
MM072475:MM212168,72475,Ssbp3,212168,Zswim4,,0,,,1,,,M222015H08:M222022C08;,,13.39138,13.39138;,,
MM072475:MM216154,72475,Ssbp3,216154,Thrap5,,0,,,0.843,,,M222015H08:M222023G08;,,10.45956,10.45956;,,
MM072475:MM233410,72475,Ssbp3,233410,Zfp592,,0,,,0.839,,,M222015H08:M222017C04;,,17.7012,17.7012;,,
MM072475:MM272347,72475,Ssbp3,272347,Zfp398,,0,,,1,,,M222015H08:M222022H12;,,12.94312,12.94312;,,
MM072615:MM243963,72615,Anks3,243963,Zfp473,,0,,,1,,,,M222023H09:M222016D02;,8.511735,,8.511735;,
MM072615:MM269870,72615,Anks3,269870,Zfp446,,0,,,1,,,,M222019H07:M222016D02;,11.44381,,11.44381;,
MM074120:MM233890,74120,Zfp263,233890,BC026432,,0,,,0.973,,,M222016H10:M222022F04;,,9.070995,9.070995;,,
MM074197:MM230908,74197,Gtf2e1,230908,Tardbp,,0,,,0.941,,,,M222016H09:M222019H04;,14.20656,,14.20656;,
MM074197:MM474156,74197,Gtf2e1,474156,Zbtb9,,0,,,0.941,,,,M222029B11:M222019H04;,8.969997,,8.969997;,
MM074322:MM233890,74322,Cxxc1,233890,BC026432,,0,,,0.973,,,M222016F02:M222022F04;,,7.602283,7.602283;,,
MM075646:MM076900,75646,Rai14,76900,Ssbp4,,0,,,,,,,M222018C12:M222017B12;,11.52918,,11.52918;,
MM076893:MM076900,76893,Lass2,76900,Ssbp4,,0,,,,,,,M222018C12:M222019H01;,48.47742,,48.47742;,
MM076893:MM097064,76893,Lass2,97064,Wwtr1,,0,,,0.548,,,,M222021E05:M222019H01;,21.42027,,21.42027;,
MM076893:MM103806,76893,Lass2,103806,Maml1,,0,,,0.576,,,,M222023C08:M222019H01;,13.82753,,13.82753;,
MM076893:MM244579,76893,Lass2,244579,Tnrc9,,0,,,1,,,,M222027C07:M222019H01;,14.23158,,14.23158;,
MM076893:MM329002,76893,Lass2,329002,Zfp236,,0,,,,,,,M222027C01:M222019H01;,20.65258,,20.65258;,
MM076893:MM474156,76893,Lass2,474156,Zbtb9,,0,,,0.609,,,,M222029B11:M222019H01;,11.19633,,11.19633;,
MM076900:MM080720,76900,Ssbp4,80720,Pbx4,,0,,,,,,M222018C12:M222018A01;,,9.798403,9.798403;,,
MM076900:MM104360,76900,Ssbp4,104360,Isl2,,0,,,,,,M222018C12:M222016E01;,,10.12003,10.12003;,,
MM076900:MM105377,76900,Ssbp4,105377,Ankrd32,,0,,,,,,M222018C12:M222024H12;,,6.753266,6.753266;,,
MM076900:MM107932,76900,Ssbp4,107932,Chd4,,0,,,,,,M222018C12:M222017D12;M222018C12:M222017C12;,,10.32949,10.32949;8.699365;,,
MM076900:MM114606,76900,Ssbp4,114606,Tle6,,0,,,,,,M222018C12:M222022F05;,,10.72005,10.72005;,,
MM076900:MM216154,76900,Ssbp4,216154,Thrap5,,0,,,,,,M222018C12:M222023G08;,,9.359934,9.359934;,,
MM078834:MM109889,78834,Zfp623,109889,Zfp98,,0,,,,,,,M222017H08:M222029F12;M222025E08:M222029F12;,6.844583,,4.17419;6.844583;,
MM078910:MM244579,78910,Asb15,244579,Tnrc9,,0,,,0.216,,,,M222027C07:M222016F06;,25.82974,,25.82974;,
MM078910:MM320080,78910,Asb15,320080,Zbtb39,,0,,,,,,,M222030B11:M222016F06;,11.11944,,11.11944;,
MM078912:MM078912,78912,Sp2,78912,Sp2,,0,,,1,,,M222022F08:M222022F08;,M222022F08:M222022F08;,7.924211,7.924211;,7.924211;,
MM078912:MM083602,78912,Sp2,83602,Gtf2a1,,0,,,0.941,,,M222022F08:M222021A01;,,14.44402,14.44402;,,
MM078912:MM229004,78912,Sp2,229004,Gmeb2,,0,,,1,,,,M222025E03:M222022F08;M222019C08:M222022F08;,5.625453,,3.561215;5.625453;,
MM080720:MM081703,80720,Pbx4,81703,Jundm2,,0,,,0.861,,,,M222024D02:M222018A01;M222026A02:M222018A01;,4.059335,,3.155526;4.059335;,
MM080720:MM208076,80720,Pbx4,208076,Pknox2,,0,,,0.938,,,,M222016A11:M222018A01;,13.70699,,13.70699;,
MM081630:MM081630,81630,Zbtb22,81630,Zbtb22,,0,,,1,,,M222022B12:M222022B12;,M222022B12:M222022B12;,9.227513,9.227513;,9.227513;,
MM081630:MM216154,81630,Zbtb22,216154,Thrap5,,0,,,0.973,,,M222022B12:M222023G08;,,7.530694,7.530694;,,
MM081703:MM081703,81703,Jundm2,81703,Jundm2,,0,,,1,,,,,,,,
MM081703:MM099730,81703,Jundm2,99730,Taf13,,0,,,0.786,,,M222024D02:M222018G01;M222026A02:M222018G01;,,3.861001,3.383489;3.861001;,,
MM083602:MM227644,83602,Gtf2a1,227644,Snapc4,,0,,,0.934,Reactome/Transcription,,,M222017C08:M222021A01;,6.190672,,6.190672;,
